observer,real_thief,victim,time_testimony,time_crime,place_observer,place_theft,vision_perturb,observed_thief,memory_perturb,memorized_thief,veracity_perturb,testified_thief,run
7.0,"(2, 1, 1)",0.0,80.0,29.0,"(31, 39)","(37, 41)",False,"(2, 1, 1)",False,"(2, 1, 1)",True,"(1, 1, 0)",2
9.0,"(2, 1, 1)",0.0,80.0,29.0,"(2, 30)","(37, 41)",False,"(2, 1, 1)",False,"(2, 1, 1)",False,"(2, 1, 1)",2
9.0,"(2, 1, 1)",0.0,80.0,29.0,"(2, 30)","(37, 41)",True,"(1, 1, 0)",False,"(1, 1, 0)",True,"(1, 1, 0)",2
7.0,"(0, 0, 1)",2.0,80.0,7.0,"(23, 22)","(17, 42)",False,"(0, 0, 1)",True,"(0, 1, 0)",False,"(0, 1, 0)",3
0.0,"(0, 2, 0)",8.0,80.0,9.0,"(43, 33)","(24, 20)",False,"(0, 2, 0)",False,"(0, 2, 0)",False,"(0, 2, 0)",3
0.0,"(1, 1, 0)",3.0,80.0,9.0,"(43, 33)","(24, 20)",False,"(1, 1, 0)",False,"(1, 1, 0)",True,"(2, 1, 2)",3
1.0,"(0, 2, 0)",8.0,80.0,9.0,"(41, 38)","(24, 20)",False,"(0, 2, 0)",False,"(0, 2, 0)",False,"(0, 2, 0)",3
1.0,"(1, 1, 0)",3.0,80.0,9.0,"(41, 38)","(24, 20)",False,"(1, 1, 0)",True,"(1, 2, 0)",False,"(1, 2, 0)",3
5.0,"(0, 2, 0)",8.0,80.0,9.0,"(24, 23)","(24, 20)",False,"(0, 2, 0)",False,"(0, 2, 0)",False,"(0, 2, 0)",3
5.0,"(1, 1, 0)",3.0,80.0,9.0,"(24, 23)","(24, 20)",False,"(1, 1, 0)",True,"(0, 2, 0)",True,"(0, 2, 1)",3
6.0,"(1, 1, 0)",0.0,80.0,15.0,"(27, 9)","(23, 23)",False,"(1, 1, 0)",False,"(1, 1, 0)",False,"(1, 1, 0)",3
2.0,"(0, 2, 0)",6.0,80.0,17.0,"(16, 21)","(25, 25)",False,"(0, 2, 0)",False,"(0, 2, 0)",True,"(0, 2, 2)",3
4.0,"(0, 2, 0)",6.0,80.0,17.0,"(8, 12)","(25, 25)",False,"(0, 2, 0)",False,"(0, 2, 0)",False,"(0, 2, 0)",3
7.0,"(0, 2, 0)",6.0,80.0,17.0,"(23, 22)","(25, 25)",False,"(0, 2, 0)",False,"(0, 2, 0)",True,"(0, 1, 1)",3
3.0,"(1, 1, 0)",0.0,80.0,11.0,"(14, 18)","(12, 33)",False,"(1, 1, 0)",False,"(1, 1, 0)",False,"(1, 1, 0)",4
6.0,"(1, 1, 0)",0.0,80.0,11.0,"(19, 28)","(12, 33)",False,"(1, 1, 0)",True,"(1, 0, 0)",False,"(1, 0, 0)",4
6.0,"(1, 1, 0)",5.0,80.0,14.0,"(19, 28)","(14, 31)",False,"(1, 1, 0)",True,"(1, 1, 2)",False,"(1, 1, 2)",4
9.0,"(1, 1, 0)",5.0,80.0,14.0,"(17, 45)","(14, 31)",False,"(1, 1, 0)",False,"(1, 1, 0)",False,"(1, 1, 0)",4
1.0,"(2, 1, 2)",7.0,80.0,20.0,"(6, 11)","(21, 2)",False,"(2, 1, 2)",False,"(2, 1, 2)",False,"(2, 1, 2)",4
1.0,"(0, 2, 1)",2.0,80.0,20.0,"(6, 11)","(21, 2)",False,"(0, 2, 1)",False,"(0, 2, 1)",False,"(0, 2, 1)",4
4.0,"(0, 2, 1)",1.0,80.0,24.0,"(21, 11)","(24, 2)",False,"(0, 2, 1)",False,"(0, 2, 1)",False,"(0, 2, 1)",4
0.0,"(2, 2, 2)",9.0,80.0,43.0,"(5, 12)","(25, 23)",False,"(2, 2, 2)",True,"(1, 1, 2)",False,"(1, 1, 2)",4
0.0,"(1, 1, 2)",3.0,80.0,43.0,"(5, 12)","(25, 23)",False,"(1, 1, 2)",True,"(1, 2, 0)",True,"(1, 2, 2)",4
4.0,"(2, 2, 2)",9.0,80.0,43.0,"(21, 11)","(25, 23)",False,"(2, 2, 2)",True,"(2, 1, 2)",False,"(2, 1, 2)",4
4.0,"(1, 1, 2)",3.0,80.0,43.0,"(21, 11)","(25, 23)",False,"(1, 1, 2)",False,"(1, 1, 2)",False,"(1, 1, 2)",4
5.0,"(2, 2, 2)",9.0,80.0,43.0,"(37, 20)","(25, 23)",False,"(2, 2, 2)",False,"(2, 2, 2)",True,"(2, 0, 2)",4
5.0,"(1, 1, 2)",3.0,80.0,43.0,"(37, 20)","(25, 23)",False,"(1, 1, 2)",False,"(1, 1, 2)",False,"(1, 1, 2)",4
0.0,"(0, 2, 2)",8.0,80.0,44.0,"(5, 12)","(25, 23)",False,"(0, 2, 2)",False,"(0, 2, 2)",False,"(0, 2, 2)",4
1.0,"(0, 2, 2)",8.0,80.0,44.0,"(6, 11)","(25, 23)",False,"(0, 2, 2)",True,"(0, 1, 2)",False,"(0, 1, 2)",4
4.0,"(0, 2, 2)",8.0,80.0,44.0,"(21, 11)","(25, 23)",False,"(0, 2, 2)",True,"(0, 2, 2)",False,"(0, 2, 2)",4
5.0,"(0, 2, 2)",8.0,80.0,44.0,"(37, 20)","(25, 23)",False,"(0, 2, 2)",True,"(2, 0, 2)",False,"(2, 0, 2)",4
4.0,"(0, 0, 2)",3.0,80.0,14.0,"(40, 18)","(23, 29)",False,"(0, 0, 2)",True,"(0, 1, 1)",False,"(0, 1, 1)",5
4.0,"(0, 0, 2)",7.0,80.0,14.0,"(40, 18)","(23, 29)",False,"(0, 0, 2)",True,"(0, 2, 2)",False,"(0, 2, 2)",5
5.0,"(0, 0, 2)",3.0,80.0,14.0,"(39, 34)","(23, 29)",False,"(0, 0, 2)",False,"(0, 0, 2)",False,"(0, 0, 2)",5
5.0,"(0, 0, 2)",7.0,80.0,14.0,"(39, 34)","(23, 29)",False,"(0, 0, 2)",False,"(0, 0, 2)",True,"(0, 0, 2)",5
8.0,"(0, 0, 2)",3.0,80.0,14.0,"(40, 32)","(23, 29)",False,"(0, 0, 2)",False,"(0, 0, 2)",True,"(0, 0, 1)",5
8.0,"(0, 0, 2)",7.0,80.0,14.0,"(40, 32)","(23, 29)",False,"(0, 0, 2)",False,"(0, 0, 2)",True,"(0, 2, 1)",5
5.0,"(0, 0, 2)",0.0,80.0,18.0,"(39, 34)","(26, 29)",False,"(0, 0, 2)",False,"(0, 0, 2)",False,"(0, 0, 2)",5
8.0,"(0, 0, 2)",0.0,80.0,18.0,"(40, 32)","(26, 29)",False,"(0, 0, 2)",False,"(0, 0, 2)",False,"(0, 0, 2)",5
3.0,"(0, 1, 2)",4.0,80.0,72.0,"(41, 32)","(45, 26)",False,"(0, 1, 2)",False,"(0, 1, 2)",False,"(0, 1, 2)",5
3.0,"(0, 1, 2)",1.0,80.0,74.0,"(41, 32)","(46, 26)",False,"(0, 1, 2)",False,"(0, 1, 2)",False,"(0, 1, 2)",5
8.0,"(2, 0, 1)",4.0,80.0,4.0,"(17, 8)","(28, 22)",False,"(2, 0, 1)",False,"(2, 0, 1)",False,"(2, 0, 1)",6
1.0,"(1, 0, 1)",9.0,80.0,19.0,"(19, 32)","(47, 21)",False,"(1, 0, 1)",True,"(1, 0, 0)",False,"(1, 0, 0)",6
8.0,"(2, 0, 1)",5.0,80.0,22.0,"(17, 8)","(45, 23)",False,"(2, 0, 1)",False,"(2, 0, 1)",True,"(2, 1, 0)",6
9.0,"(1, 2, 2)",0.0,80.0,23.0,"(22, 20)","(39, 29)",False,"(1, 2, 2)",True,"(1, 0, 2)",False,"(1, 0, 2)",7
9.0,"(1, 2, 2)",0.0,80.0,23.0,"(22, 20)","(39, 29)",False,"(1, 2, 2)",True,"(1, 1, 2)",False,"(1, 1, 2)",7
3.0,"(1, 2, 1)",5.0,80.0,45.0,"(5, 16)","(18, 49)",False,"(1, 2, 1)",False,"(1, 2, 1)",True,"(0, 2, 1)",7
4.0,"(1, 2, 1)",5.0,80.0,45.0,"(5, 18)","(18, 49)",False,"(1, 2, 1)",False,"(1, 2, 1)",False,"(1, 2, 1)",7
8.0,"(1, 2, 1)",5.0,80.0,45.0,"(5, 19)","(18, 49)",False,"(1, 2, 1)",False,"(1, 2, 1)",True,"(1, 2, 1)",7
6.0,"(2, 1, 1)",1.0,80.0,25.0,"(8, 29)","(8, 21)",False,"(2, 1, 1)",True,"(1, 0, 1)",False,"(1, 0, 1)",8
0.0,"(1, 2, 2)",4.0,80.0,28.0,"(35, 21)","(12, 22)",False,"(1, 2, 2)",True,"(1, 2, 2)",False,"(1, 2, 2)",8
0.0,"(2, 0, 2)",6.0,80.0,28.0,"(35, 21)","(12, 22)",False,"(2, 0, 2)",False,"(2, 0, 2)",False,"(2, 0, 2)",8
3.0,"(1, 2, 2)",4.0,80.0,28.0,"(33, 30)","(12, 22)",False,"(1, 2, 2)",False,"(1, 2, 2)",False,"(1, 2, 2)",8
3.0,"(2, 0, 2)",6.0,80.0,28.0,"(33, 30)","(12, 22)",False,"(2, 0, 2)",True,"(2, 1, 2)",False,"(2, 1, 2)",8
7.0,"(1, 2, 2)",4.0,80.0,28.0,"(18, 33)","(12, 22)",False,"(1, 2, 2)",False,"(1, 2, 2)",True,"(1, 2, 2)",8
7.0,"(2, 0, 2)",6.0,80.0,28.0,"(18, 33)","(12, 22)",False,"(2, 0, 2)",False,"(2, 0, 2)",False,"(2, 0, 2)",8
8.0,"(1, 2, 2)",4.0,80.0,28.0,"(19, 32)","(12, 22)",False,"(1, 2, 2)",False,"(1, 2, 2)",False,"(1, 2, 2)",8
8.0,"(2, 0, 2)",6.0,80.0,28.0,"(19, 32)","(12, 22)",False,"(2, 0, 2)",True,"(1, 2, 2)",False,"(1, 2, 2)",8
5.0,"(0, 0, 0)",7.0,80.0,33.0,"(18, 33)","(15, 20)",False,"(0, 0, 0)",False,"(0, 0, 0)",False,"(0, 0, 0)",8
0.0,"(0, 0, 0)",2.0,80.0,11.0,"(41, 23)","(12, 21)",False,"(0, 0, 0)",True,"(0, 1, 1)",False,"(0, 1, 1)",9
7.0,"(0, 0, 0)",2.0,80.0,11.0,"(27, 24)","(12, 21)",False,"(0, 0, 0)",False,"(0, 0, 0)",False,"(0, 0, 0)",9
7.0,"(0, 1, 1)",4.0,80.0,64.0,"(27, 24)","(42, 39)",False,"(0, 1, 1)",False,"(0, 1, 1)",False,"(0, 1, 1)",9
4.0,"(2, 0, 0)",2.0,80.0,30.0,"(11, 20)","(15, 31)",False,"(2, 0, 0)",True,"(2, 1, 0)",True,"(2, 1, 2)",10
1.0,"(2, 0, 1)",7.0,80.0,80.0,"(11, 20)","(11, 19)",False,"(2, 0, 1)",False,"(2, 0, 1)",True,"(2, 2, 2)",10
2.0,"(2, 0, 1)",7.0,80.0,80.0,"(11, 21)","(11, 19)",False,"(2, 0, 1)",False,"(2, 0, 1)",True,"(2, 0, 0)",10
4.0,"(2, 0, 1)",7.0,80.0,80.0,"(11, 20)","(11, 19)",False,"(2, 0, 1)",False,"(2, 0, 1)",True,"(0, 0, 1)",10
2.0,"(1, 1, 0)",6.0,80.0,31.0,"(32, 17)","(28, 37)",False,"(1, 1, 0)",True,"(1, 2, 2)",False,"(1, 2, 2)",12
2.0,"(0, 0, 2)",4.0,80.0,11.0,"(4, 34)","(34, 14)",False,"(0, 0, 2)",False,"(0, 0, 2)",True,"(0, 0, 1)",13
8.0,"(0, 0, 2)",4.0,80.0,11.0,"(48, 5)","(34, 14)",False,"(0, 0, 2)",False,"(0, 0, 2)",True,"(0, 2, 2)",13
1.0,"(0, 1, 2)",7.0,80.0,12.0,"(20, 10)","(34, 14)",False,"(0, 1, 2)",True,"(0, 0, 2)",True,"(0, 1, 1)",13
6.0,"(0, 1, 2)",7.0,80.0,12.0,"(29, 16)","(34, 14)",False,"(0, 1, 2)",True,"(0, 2, 2)",True,"(0, 0, 0)",13
6.0,"(0, 2, 0)",5.0,80.0,34.0,"(29, 16)","(15, 33)",False,"(0, 2, 0)",True,"(0, 2, 2)",False,"(0, 2, 2)",13
9.0,"(0, 0, 2)",0.0,80.0,76.0,"(12, 20)","(8, 17)",False,"(0, 0, 2)",False,"(0, 0, 2)",False,"(0, 0, 2)",13
9.0,"(0, 0, 2)",0.0,80.0,76.0,"(12, 20)","(8, 17)",False,"(0, 0, 2)",False,"(0, 0, 2)",False,"(0, 0, 2)",13
7.0,"(1, 2, 2)",5.0,80.0,8.0,"(16, 32)","(43, 16)",False,"(1, 2, 2)",True,"(1, 2, 2)",False,"(1, 2, 2)",14
9.0,"(1, 0, 0)",6.0,80.0,10.0,"(9, 44)","(20, 18)",True,"(1, 0, 0)",False,"(1, 0, 0)",False,"(1, 0, 0)",14
3.0,"(1, 2, 2)",0.0,80.0,11.0,"(20, 24)","(20, 18)",False,"(1, 2, 2)",False,"(1, 2, 2)",True,"(1, 2, 1)",14
9.0,"(1, 2, 2)",0.0,80.0,11.0,"(9, 44)","(20, 18)",False,"(1, 2, 2)",True,"(1, 1, 2)",True,"(2, 1, 0)",14
9.0,"(1, 2, 2)",0.0,80.0,11.0,"(9, 44)","(20, 18)",False,"(1, 2, 2)",True,"(1, 0, 2)",False,"(1, 0, 2)",14
0.0,"(1, 2, 0)",2.0,80.0,18.0,"(36, 25)","(8, 25)",False,"(1, 2, 0)",False,"(1, 2, 0)",True,"(1, 2, 0)",14
0.0,"(2, 2, 2)",1.0,80.0,18.0,"(36, 25)","(8, 25)",False,"(2, 2, 2)",False,"(2, 2, 2)",False,"(2, 2, 2)",14
8.0,"(1, 2, 0)",2.0,80.0,18.0,"(35, 20)","(8, 25)",False,"(1, 2, 0)",True,"(2, 0, 1)",False,"(2, 0, 1)",14
8.0,"(2, 2, 2)",1.0,80.0,18.0,"(35, 20)","(8, 25)",False,"(2, 2, 2)",False,"(2, 2, 2)",True,"(2, 2, 1)",14
8.0,"(1, 0, 0)",3.0,80.0,37.0,"(35, 20)","(11, 8)",False,"(1, 0, 0)",False,"(1, 0, 0)",False,"(1, 0, 0)",14
8.0,"(1, 0, 1)",9.0,80.0,37.0,"(35, 20)","(11, 8)",False,"(1, 0, 1)",False,"(1, 0, 1)",False,"(1, 0, 1)",14
0.0,"(1, 2, 2)",8.0,80.0,77.0,"(36, 25)","(39, 24)",False,"(1, 2, 2)",False,"(1, 2, 2)",False,"(1, 2, 2)",14
0.0,"(2, 0, 2)",1.0,80.0,69.0,"(34, 28)","(43, 22)",False,"(2, 0, 2)",True,"(2, 2, 2)",True,"(2, 2, 2)",15
1.0,"(2, 0, 2)",3.0,80.0,5.0,"(10, 21)","(25, 40)",False,"(2, 0, 2)",True,"(2, 1, 1)",False,"(2, 1, 1)",16
1.0,"(1, 0, 1)",6.0,80.0,6.0,"(10, 21)","(25, 40)",False,"(1, 0, 1)",False,"(1, 0, 1)",False,"(1, 0, 1)",16
4.0,"(1, 0, 0)",7.0,80.0,13.0,"(39, 16)","(30, 38)",False,"(1, 0, 0)",False,"(1, 0, 0)",False,"(1, 0, 0)",16
4.0,"(0, 0, 1)",1.0,80.0,13.0,"(39, 16)","(30, 38)",False,"(0, 0, 1)",False,"(0, 0, 1)",False,"(0, 0, 1)",16
9.0,"(1, 0, 0)",7.0,80.0,13.0,"(4, 0)","(30, 38)",False,"(1, 0, 0)",True,"(1, 2, 1)",False,"(1, 2, 1)",16
9.0,"(0, 0, 1)",1.0,80.0,13.0,"(4, 0)","(30, 38)",True,"(2, 0, 1)",False,"(2, 0, 1)",True,"(1, 2, 0)",16
9.0,"(2, 0, 2)",4.0,80.0,15.0,"(4, 0)","(32, 36)",False,"(2, 0, 2)",False,"(2, 0, 2)",False,"(2, 0, 2)",16
9.0,"(2, 0, 2)",4.0,80.0,15.0,"(4, 0)","(32, 36)",True,"(2, 2, 2)",False,"(2, 2, 2)",False,"(2, 2, 2)",16
3.0,"(1, 1, 0)",1.0,80.0,20.0,"(7, 37)","(23, 19)",False,"(1, 1, 0)",False,"(1, 1, 0)",False,"(1, 1, 0)",17
7.0,"(1, 1, 0)",1.0,80.0,20.0,"(33, 20)","(23, 19)",False,"(1, 1, 0)",False,"(1, 1, 0)",True,"(1, 1, 0)",17
9.0,"(1, 1, 0)",1.0,80.0,20.0,"(7, 37)","(23, 19)",False,"(1, 1, 0)",False,"(1, 1, 0)",True,"(1, 2, 0)",17
9.0,"(1, 1, 0)",1.0,80.0,20.0,"(7, 37)","(23, 19)",True,"(0, 1, 0)",True,"(1, 2, 0)",False,"(1, 2, 0)",17
6.0,"(2, 0, 0)",3.0,80.0,23.0,"(49, 19)","(26, 19)",False,"(2, 0, 0)",False,"(2, 0, 0)",True,"(2, 0, 0)",17
7.0,"(2, 0, 0)",3.0,80.0,23.0,"(33, 20)","(26, 19)",False,"(2, 0, 0)",True,"(2, 1, 0)",False,"(2, 1, 0)",17
9.0,"(2, 0, 0)",3.0,80.0,23.0,"(7, 37)","(26, 19)",False,"(2, 0, 0)",False,"(2, 0, 0)",False,"(2, 0, 0)",17
9.0,"(2, 0, 0)",3.0,80.0,23.0,"(7, 37)","(26, 19)",False,"(2, 0, 0)",False,"(2, 0, 0)",False,"(2, 0, 0)",17
0.0,"(0, 1, 1)",5.0,80.0,11.0,"(12, 23)","(32, 34)",False,"(0, 1, 1)",False,"(0, 1, 1)",False,"(0, 1, 1)",18
2.0,"(0, 1, 1)",5.0,80.0,11.0,"(13, 28)","(32, 34)",False,"(0, 1, 1)",False,"(0, 1, 1)",False,"(0, 1, 1)",18
2.0,"(1, 0, 2)",3.0,80.0,12.0,"(13, 28)","(32, 34)",False,"(1, 0, 2)",False,"(1, 0, 2)",False,"(1, 0, 2)",18
6.0,"(1, 0, 2)",3.0,80.0,12.0,"(17, 40)","(32, 34)",False,"(1, 0, 2)",False,"(1, 0, 2)",True,"(2, 0, 2)",18
6.0,"(2, 2, 0)",4.0,80.0,38.0,"(17, 40)","(35, 21)",False,"(2, 2, 0)",True,"(2, 2, 0)",False,"(2, 2, 0)",18
1.0,"(2, 1, 1)",0.0,80.0,40.0,"(22, 6)","(26, 30)",False,"(2, 1, 1)",True,"(2, 0, 2)",True,"(2, 0, 0)",18
1.0,"(1, 2, 0)",8.0,80.0,42.0,"(22, 6)","(28, 28)",False,"(1, 2, 0)",False,"(1, 2, 0)",False,"(1, 2, 0)",18
6.0,"(1, 1, 1)",8.0,80.0,13.0,"(27, 39)","(14, 20)",False,"(1, 1, 1)",False,"(1, 1, 1)",False,"(1, 1, 1)",19
6.0,"(0, 2, 2)",2.0,80.0,13.0,"(27, 39)","(14, 20)",False,"(0, 2, 2)",True,"(0, 1, 2)",True,"(2, 0, 0)",19
7.0,"(1, 2, 2)",5.0,80.0,50.0,"(18, 5)","(45, 27)",False,"(1, 2, 2)",True,"(1, 0, 0)",True,"(1, 1, 0)",19
0.0,"(2, 1, 2)",2.0,80.0,10.0,"(27, 6)","(35, 15)",False,"(2, 1, 2)",True,"(1, 1, 2)",True,"(0, 1, 2)",20
0.0,"(0, 2, 1)",3.0,80.0,10.0,"(27, 6)","(35, 15)",False,"(0, 2, 1)",False,"(0, 2, 1)",False,"(0, 2, 1)",20
9.0,"(2, 1, 2)",2.0,80.0,10.0,"(12, 11)","(35, 15)",False,"(2, 1, 2)",True,"(0, 1, 2)",True,"(0, 1, 1)",20
9.0,"(0, 2, 1)",3.0,80.0,10.0,"(12, 11)","(35, 15)",False,"(0, 2, 1)",False,"(0, 2, 1)",False,"(0, 2, 1)",20
9.0,"(2, 1, 2)",2.0,80.0,10.0,"(12, 11)","(35, 15)",True,"(1, 1, 2)",False,"(1, 1, 2)",True,"(0, 1, 2)",20
9.0,"(0, 2, 1)",3.0,80.0,10.0,"(12, 11)","(35, 15)",False,"(0, 2, 1)",True,"(0, 0, 1)",True,"(0, 0, 2)",20
6.0,"(0, 1, 0)",2.0,80.0,22.0,"(30, 13)","(33, 44)",False,"(0, 1, 0)",True,"(0, 1, 2)",True,"(0, 1, 1)",21
6.0,"(0, 0, 0)",9.0,80.0,22.0,"(30, 13)","(33, 44)",False,"(0, 0, 0)",False,"(0, 0, 0)",False,"(0, 0, 0)",21
6.0,"(0, 2, 1)",1.0,80.0,30.0,"(30, 13)","(40, 34)",False,"(0, 2, 1)",False,"(0, 2, 1)",True,"(1, 0, 0)",21
7.0,"(0, 1, 0)",0.0,80.0,30.0,"(36, 25)","(39, 33)",False,"(0, 1, 0)",False,"(0, 1, 0)",False,"(0, 1, 0)",21
7.0,"(0, 2, 1)",1.0,80.0,30.0,"(36, 25)","(40, 34)",False,"(0, 2, 1)",True,"(1, 2, 1)",False,"(1, 2, 1)",21
2.0,"(2, 2, 1)",9.0,80.0,13.0,"(17, 36)","(22, 17)",False,"(2, 2, 1)",False,"(2, 2, 1)",False,"(2, 2, 1)",22
2.0,"(0, 2, 1)",1.0,80.0,14.0,"(17, 36)","(22, 17)",False,"(0, 2, 1)",True,"(2, 1, 1)",False,"(2, 1, 1)",22
8.0,"(0, 2, 1)",1.0,80.0,14.0,"(15, 30)","(22, 17)",False,"(0, 2, 1)",True,"(0, 0, 1)",True,"(0, 0, 2)",22
9.0,"(2, 0, 2)",0.0,80.0,39.0,"(10, 26)","(37, 41)",False,"(2, 0, 2)",True,"(2, 2, 2)",True,"(2, 2, 2)",22
1.0,"(2, 1, 0)",6.0,80.0,13.0,"(16, 18)","(28, 37)",False,"(2, 1, 0)",False,"(2, 1, 0)",False,"(2, 1, 0)",23
1.0,"(2, 2, 2)",2.0,80.0,13.0,"(16, 18)","(28, 37)",False,"(2, 2, 2)",False,"(2, 2, 2)",False,"(2, 2, 2)",23
8.0,"(2, 1, 0)",6.0,80.0,13.0,"(27, 45)","(28, 37)",False,"(2, 1, 0)",True,"(2, 0, 0)",False,"(2, 0, 0)",23
8.0,"(2, 2, 2)",2.0,80.0,13.0,"(27, 45)","(28, 37)",False,"(2, 2, 2)",True,"(2, 2, 2)",False,"(2, 2, 2)",23
9.0,"(2, 1, 0)",6.0,80.0,13.0,"(31, 18)","(28, 37)",False,"(2, 1, 0)",False,"(2, 1, 0)",False,"(2, 1, 0)",23
9.0,"(2, 2, 2)",2.0,80.0,13.0,"(31, 18)","(28, 37)",False,"(2, 2, 2)",False,"(2, 2, 2)",False,"(2, 2, 2)",23
9.0,"(2, 1, 0)",6.0,80.0,13.0,"(31, 18)","(28, 37)",True,"(2, 1, 0)",False,"(2, 1, 0)",False,"(2, 1, 0)",23
9.0,"(2, 2, 2)",2.0,80.0,13.0,"(31, 18)","(28, 37)",False,"(2, 2, 2)",True,"(2, 1, 2)",False,"(2, 1, 2)",23
1.0,"(2, 2, 2)",8.0,80.0,16.0,"(16, 18)","(29, 37)",False,"(2, 2, 2)",False,"(2, 2, 2)",False,"(2, 2, 2)",23
7.0,"(2, 2, 2)",8.0,80.0,16.0,"(40, 30)","(29, 37)",False,"(2, 2, 2)",False,"(2, 2, 2)",False,"(2, 2, 2)",23
4.0,"(0, 0, 2)",3.0,80.0,27.0,"(32, 32)","(34, 35)",False,"(0, 0, 2)",True,"(0, 1, 2)",False,"(0, 1, 2)",23
6.0,"(0, 0, 2)",3.0,80.0,27.0,"(18, 29)","(34, 35)",False,"(0, 0, 2)",False,"(0, 0, 2)",False,"(0, 0, 2)",23
9.0,"(0, 0, 2)",3.0,80.0,27.0,"(31, 18)","(34, 35)",False,"(0, 0, 2)",False,"(0, 0, 2)",False,"(0, 0, 2)",23
9.0,"(0, 0, 2)",3.0,80.0,27.0,"(31, 18)","(34, 35)",False,"(0, 0, 2)",True,"(0, 0, 0)",True,"(1, 0, 0)",23
1.0,"(0, 0, 2)",0.0,80.0,42.0,"(16, 18)","(20, 26)",False,"(0, 0, 2)",False,"(0, 0, 2)",False,"(0, 0, 2)",23
1.0,"(0, 2, 0)",7.0,80.0,42.0,"(16, 18)","(20, 26)",False,"(0, 2, 0)",False,"(0, 2, 0)",True,"(1, 2, 0)",23
6.0,"(0, 0, 2)",0.0,80.0,42.0,"(18, 29)","(20, 26)",False,"(0, 0, 2)",False,"(0, 0, 2)",False,"(0, 0, 2)",23
6.0,"(0, 2, 0)",7.0,80.0,42.0,"(18, 29)","(20, 26)",False,"(0, 2, 0)",True,"(0, 2, 0)",False,"(0, 2, 0)",23
9.0,"(0, 0, 2)",0.0,80.0,42.0,"(31, 18)","(20, 26)",False,"(0, 0, 2)",True,"(0, 2, 2)",False,"(0, 2, 2)",23
9.0,"(0, 2, 0)",7.0,80.0,42.0,"(31, 18)","(20, 26)",False,"(0, 2, 0)",False,"(0, 2, 0)",False,"(0, 2, 0)",23
9.0,"(0, 0, 2)",0.0,80.0,42.0,"(31, 18)","(20, 26)",False,"(0, 0, 2)",False,"(0, 0, 2)",False,"(0, 0, 2)",23
9.0,"(0, 2, 0)",7.0,80.0,42.0,"(31, 18)","(20, 26)",False,"(0, 2, 0)",True,"(0, 0, 0)",True,"(0, 0, 2)",23
5.0,"(2, 1, 1)",0.0,80.0,6.0,"(10, 8)","(11, 23)",False,"(2, 1, 1)",True,"(2, 2, 1)",False,"(2, 2, 1)",24
1.0,"(0, 0, 2)",4.0,80.0,7.0,"(46, 27)","(11, 23)",False,"(0, 0, 2)",True,"(2, 0, 0)",False,"(2, 0, 0)",24
3.0,"(0, 1, 0)",8.0,80.0,18.0,"(47, 27)","(30, 4)",False,"(0, 1, 0)",False,"(0, 1, 0)",True,"(2, 1, 0)",24
3.0,"(1, 0, 1)",9.0,80.0,18.0,"(47, 27)","(30, 4)",False,"(1, 0, 1)",False,"(1, 0, 1)",False,"(1, 0, 1)",24
1.0,"(0, 2, 2)",2.0,80.0,25.0,"(46, 27)","(26, 9)",False,"(0, 2, 2)",True,"(0, 1, 1)",True,"(1, 1, 0)",24
4.0,"(1, 1, 1)",1.0,80.0,18.0,"(28, 26)","(7, 22)",False,"(1, 1, 1)",True,"(1, 1, 1)",False,"(1, 1, 1)",25
8.0,"(1, 1, 1)",7.0,80.0,40.0,"(40, 27)","(10, 40)",False,"(1, 1, 1)",True,"(2, 1, 2)",False,"(2, 1, 2)",25
3.0,"(2, 2, 2)",6.0,80.0,41.0,"(32, 27)","(11, 40)",False,"(2, 2, 2)",True,"(2, 1, 2)",False,"(2, 1, 2)",25
8.0,"(2, 2, 2)",6.0,80.0,41.0,"(40, 27)","(11, 40)",False,"(2, 2, 2)",True,"(2, 0, 2)",False,"(2, 0, 2)",25
5.0,"(2, 0, 1)",8.0,80.0,45.0,"(24, 33)","(15, 38)",False,"(2, 0, 1)",True,"(2, 0, 1)",False,"(2, 0, 1)",25
9.0,"(1, 1, 0)",8.0,80.0,13.0,"(13, 45)","(13, 14)",False,"(1, 1, 0)",False,"(1, 1, 0)",True,"(1, 1, 0)",26
9.0,"(1, 1, 0)",8.0,80.0,13.0,"(13, 45)","(13, 14)",True,"(0, 1, 0)",False,"(0, 1, 0)",False,"(0, 1, 0)",26
2.0,"(1, 1, 2)",1.0,80.0,51.0,"(22, 30)","(39, 32)",False,"(1, 1, 2)",True,"(1, 1, 2)",True,"(1, 2, 2)",26
2.0,"(0, 0, 2)",7.0,80.0,19.0,"(22, 20)","(36, 22)",False,"(0, 0, 2)",False,"(0, 0, 2)",False,"(0, 0, 2)",27
